Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       4/83271       std::shared_ptr<Node>::~shared_ptr() <cycle 1> [192]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[648]    0.0    0.00    0.00       2         MNISTDataset::getTestImages() const [648]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[649]    0.0    0.00    0.00       2         MNISTDataset::getTrainImages() const [649]
-----------------------------------------------
                0.00    0.00       2/2           std::shared_ptr<Node>* std::__do_uninit_copy<std::move_iterator<std::shared_ptr<Node>*>, std::move_iterator<std::shared_ptr<Node>*>, std::shared_ptr<Node>*>(std::move_iterator<std::shared_ptr<Node>*>, std::move_iterator<std::shared_ptr<Node>*>, std::shared_ptr<Node>*) [155]
[650]    0.0    0.00    0.00       2         std::move_iterator<std::shared_ptr<Node>*>::operator*() const [650]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::~unique_ptr() [575]
[651]    0.0    0.00    0.00       2         std::default_delete<LinearLayer>::operator()(LinearLayer*) const [651]
                0.00    0.00       2/2           LinearLayer::~LinearLayer() [647]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_realloc_append<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [154]
[652]    0.0    0.00    0.00       2         std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_check_len(unsigned long, char const*) const [652]
                0.00    0.00       8/8           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::size() const [577]
                0.00    0.00       4/4           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::max_size() const [615]
                0.00    0.00       2/220756      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [186]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::back() [688]
[653]    0.0    0.00    0.00       2         std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::empty() const [653]
                0.00    0.00       2/1255        std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::end() const [482]
                0.00    0.00       2/1255        std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::begin() const [483]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, void>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node> const*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >) [145]
[654]    0.0    0.00    0.00       2         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::cbegin() const [654]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_append(unsigned long) [161]
[655]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [655]
                0.00    0.00       8/80014       std::vector<unsigned long, std::allocator<unsigned long> >::size() const [195]
                0.00    0.00       4/8           std::vector<unsigned long, std::allocator<unsigned long> >::max_size() const [578]
                0.00    0.00       2/220756      unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [186]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<0ul, LinearLayer*, std::default_delete<LinearLayer> >::_Tuple_impl() [661]
[656]    0.0    0.00    0.00       2         std::_Head_base<0ul, LinearLayer*, false>::_Head_base() [656]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >&) [662]
[657]    0.0    0.00    0.00       2         std::_Head_base<1ul, std::default_delete<LinearLayer>, true>::_M_head(std::_Head_base<1ul, std::default_delete<LinearLayer>, true>&) [657]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >::_Tuple_impl() [663]
[658]    0.0    0.00    0.00       2         std::_Head_base<1ul, std::default_delete<LinearLayer>, true>::_Head_base() [658]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::~unique_ptr() [575]
[659]    0.0    0.00    0.00       2         std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::get_deleter() [659]
                0.00    0.00       2/2           std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::_M_deleter() [683]
-----------------------------------------------
                0.00    0.00       1/2           std::__detail::_MakeUniq<LinearLayer>::__single_object std::make_unique<LinearLayer, int, int&>(int&&, int&) [107]
                0.00    0.00       1/2           std::__detail::_MakeUniq<LinearLayer>::__single_object std::make_unique<LinearLayer, int&, int>(int&, int&&) [106]
[660]    0.0    0.00    0.00       2         std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::unique_ptr<std::default_delete<LinearLayer>, void>(LinearLayer*) [660]
                0.00    0.00       2/2           std::__uniq_ptr_data<LinearLayer, std::default_delete<LinearLayer>, true, true>::__uniq_ptr_impl(LinearLayer*) [682]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple<LinearLayer*, std::default_delete<LinearLayer> >::tuple<true, true>() [685]
[661]    0.0    0.00    0.00       2         std::_Tuple_impl<0ul, LinearLayer*, std::default_delete<LinearLayer> >::_Tuple_impl() [661]
                0.00    0.00       2/2           std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >::_Tuple_impl() [663]
                0.00    0.00       2/2           std::_Head_base<0ul, LinearLayer*, false>::_Head_base() [656]
-----------------------------------------------
                0.00    0.00       2/2           std::default_delete<LinearLayer>& std::__get_helper<1ul, std::default_delete<LinearLayer>>(std::_Tuple_impl<1ul, std::default_delete<LinearLayer>>&) [696]
[662]    0.0    0.00    0.00       2         std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >&) [662]
                0.00    0.00       2/2           std::_Head_base<1ul, std::default_delete<LinearLayer>, true>::_M_head(std::_Head_base<1ul, std::default_delete<LinearLayer>, true>&) [657]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<0ul, LinearLayer*, std::default_delete<LinearLayer> >::_Tuple_impl() [661]
[663]    0.0    0.00    0.00       2         std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >::_Tuple_impl() [663]
                0.00    0.00       2/2           std::_Head_base<1ul, std::default_delete<LinearLayer>, true>::_Head_base() [658]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_realloc_append<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [154]
[664]    0.0    0.00    0.00       2         std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_allocate(unsigned long) [664]
                0.00    0.00       2/2           std::__new_allocator<MLPNetwork::LayerNode>::allocate(unsigned long, void const*) [678]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::~_Vector_base() [766]
                0.00    0.00       1/2           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_Guard_alloc::~_Guard_alloc() [687]
[665]    0.0    0.00    0.00       2         std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_deallocate(MLPNetwork::LayerNode*, unsigned long) [665]
                0.00    0.00       2/2           std::__new_allocator<MLPNetwork::LayerNode>::deallocate(MLPNetwork::LayerNode*, unsigned long) [677]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_base(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [668]
[666]    0.0    0.00    0.00       2         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl&&) [666]
                0.00    0.00       2/2           std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl_data&&) [667]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl&&) [666]
[667]    0.0    0.00    0.00       2         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl_data&&) [667]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::vector(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [690]
[668]    0.0    0.00    0.00       2         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_base(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [668]
                0.00    0.00       2/2           std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl::_Vector_impl(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl&&) [666]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_append(unsigned long) [161]
[669]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [669]
                0.00    0.00       2/2           std::__new_allocator<unsigned long>::allocate(unsigned long, void const*) [680]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [674]
[670]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl() [670]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data::_Vector_impl_data() [673]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [675]
[671]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [671]
                0.00    0.00       2/2           std::__new_allocator<unsigned long>::~__new_allocator() [681]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [675]
[672]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [672]
                0.00    0.00       2/2           std::__new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [679]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl() [670]
[673]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data::_Vector_impl_data() [673]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::vector() [694]
[674]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [674]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl() [670]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [695]
[675]    0.0    0.00    0.00       2         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [675]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [672]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [671]
-----------------------------------------------
                0.00    0.00       2/2           std::shared_ptr<Node>* std::__do_uninit_copy<std::move_iterator<std::shared_ptr<Node>*>, std::move_iterator<std::shared_ptr<Node>*>, std::shared_ptr<Node>*>(std::move_iterator<std::shared_ptr<Node>*>, std::move_iterator<std::shared_ptr<Node>*>, std::shared_ptr<Node>*) [155]
[676]    0.0    0.00    0.00       2         std::move_iterator<std::shared_ptr<Node>*>::operator++() [676]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_deallocate(MLPNetwork::LayerNode*, unsigned long) [665]
[677]    0.0    0.00    0.00       2         std::__new_allocator<MLPNetwork::LayerNode>::deallocate(MLPNetwork::LayerNode*, unsigned long) [677]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_allocate(unsigned long) [664]
[678]    0.0    0.00    0.00       2         std::__new_allocator<MLPNetwork::LayerNode>::allocate(unsigned long, void const*) [678]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [672]
[679]    0.0    0.00    0.00       2         std::__new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [679]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [669]
[680]    0.0    0.00    0.00       2         std::__new_allocator<unsigned long>::allocate(unsigned long, void const*) [680]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [671]
[681]    0.0    0.00    0.00       2         std::__new_allocator<unsigned long>::~__new_allocator() [681]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::unique_ptr<std::default_delete<LinearLayer>, void>(LinearLayer*) [660]
[682]    0.0    0.00    0.00       2         std::__uniq_ptr_data<LinearLayer, std::default_delete<LinearLayer>, true, true>::__uniq_ptr_impl(LinearLayer*) [682]
                0.00    0.00       2/2           std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::__uniq_ptr_impl(LinearLayer*) [684]
-----------------------------------------------
                0.00    0.00       2/2           std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::get_deleter() [659]
[683]    0.0    0.00    0.00       2         std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::_M_deleter() [683]
                0.00    0.00       2/2           std::tuple_element<1ul, std::tuple<LinearLayer*, std::default_delete<LinearLayer> > >::type& std::get<1ul, LinearLayer*, std::default_delete<LinearLayer> >(std::tuple<LinearLayer*, std::default_delete<LinearLayer> >&) [699]
-----------------------------------------------
                0.00    0.00       2/2           std::__uniq_ptr_data<LinearLayer, std::default_delete<LinearLayer>, true, true>::__uniq_ptr_impl(LinearLayer*) [682]
[684]    0.0    0.00    0.00       2         std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::__uniq_ptr_impl(LinearLayer*) [684]
                0.00    0.00       2/2           std::tuple<LinearLayer*, std::default_delete<LinearLayer> >::tuple<true, true>() [685]
                0.00    0.00       2/18          std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::_M_ptr() [548]
-----------------------------------------------
                0.00    0.00       2/2           std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::__uniq_ptr_impl(LinearLayer*) [684]
[685]    0.0    0.00    0.00       2         std::tuple<LinearLayer*, std::default_delete<LinearLayer> >::tuple<true, true>() [685]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, LinearLayer*, std::default_delete<LinearLayer> >::_Tuple_impl() [661]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_realloc_append<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [154]
[686]    0.0    0.00    0.00       2         std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_Guard_alloc::_Guard_alloc(MLPNetwork::LayerNode*, unsigned long, std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >&) [686]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_realloc_append<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [154]
[687]    0.0    0.00    0.00       2         std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_Guard_alloc::~_Guard_alloc() [687]
                0.00    0.00       1/2           std::_Vector_base<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_deallocate(MLPNetwork::LayerNode*, unsigned long) [665]
-----------------------------------------------
                0.00    0.00       2/2           MLPNetwork::LayerNode& std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::emplace_back<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [153]
[688]    0.0    0.00    0.00       2         std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::back() [688]
                0.00    0.00       2/2           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::empty() const [653]
                0.00    0.00       2/4           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::end() [626]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::_M_realloc_append<std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> > >(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&, std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [154]
[689]    0.0    0.00    0.00       2         std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::begin() [689]
-----------------------------------------------
                0.00    0.00       1/2           Optimizer::Optimizer(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >, double) [721]
                0.00    0.00       1/2           SGDOptimizer::SGDOptimizer(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >, double) [710]
[690]    0.0    0.00    0.00       2         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::vector(std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [690]
                0.00    0.00       2/2           std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_base(std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >&&) [668]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_append(unsigned long) [161]
[691]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::_S_relocate(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [691]
                0.00    0.00       2/2           unsigned long* std::__relocate_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [697]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_append(unsigned long) [161]
[692]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::_Guard_alloc::_Guard_alloc(unsigned long*, unsigned long, std::_Vector_base<unsigned long, std::allocator<unsigned long> >&) [692]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::_M_default_append(unsigned long) [161]
[693]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::_Guard_alloc::~_Guard_alloc() [693]
-----------------------------------------------
                0.00    0.00       2/2           DataLoader::DataLoader(Matrix const&, Matrix const&, unsigned long) [159]
[694]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::vector() [694]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [674]
-----------------------------------------------
                0.00    0.00       2/2           DataLoader::~DataLoader() [645]
[695]    0.0    0.00    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [695]
                0.00    0.00       2/6           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [596]
                0.00    0.00       2/2           void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [702]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [675]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<1ul, std::tuple<LinearLayer*, std::default_delete<LinearLayer> > >::type& std::get<1ul, LinearLayer*, std::default_delete<LinearLayer> >(std::tuple<LinearLayer*, std::default_delete<LinearLayer> >&) [699]
[696]    0.0    0.00    0.00       2         std::default_delete<LinearLayer>& std::__get_helper<1ul, std::default_delete<LinearLayer>>(std::_Tuple_impl<1ul, std::default_delete<LinearLayer>>&) [696]
                0.00    0.00       2/2           std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<LinearLayer> >&) [662]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::_S_relocate(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [691]
[697]    0.0    0.00    0.00       2         unsigned long* std::__relocate_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [697]
                0.00    0.00       2/2           std::enable_if<std::__is_bitwise_relocatable<unsigned long, void>::value, unsigned long*>::type std::__relocate_a_1<unsigned long, unsigned long>(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [698]
-----------------------------------------------
                0.00    0.00       2/2           unsigned long* std::__relocate_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [697]
[698]    0.0    0.00    0.00       2         std::enable_if<std::__is_bitwise_relocatable<unsigned long, void>::value, unsigned long*>::type std::__relocate_a_1<unsigned long, unsigned long>(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [698]
-----------------------------------------------
                0.00    0.00       2/2           std::__uniq_ptr_impl<LinearLayer, std::default_delete<LinearLayer> >::_M_deleter() [683]
[699]    0.0    0.00    0.00       2         std::tuple_element<1ul, std::tuple<LinearLayer*, std::default_delete<LinearLayer> > >::type& std::get<1ul, LinearLayer*, std::default_delete<LinearLayer> >(std::tuple<LinearLayer*, std::default_delete<LinearLayer> >&) [699]
                0.00    0.00       2/2           std::default_delete<LinearLayer>& std::__get_helper<1ul, std::default_delete<LinearLayer>>(std::_Tuple_impl<1ul, std::default_delete<LinearLayer>>&) [696]
-----------------------------------------------
                0.00    0.00       2/2           DataLoader::DataLoader(Matrix const&, Matrix const&, unsigned long) [159]
[700]    0.0    0.00    0.00       2         void std::iota<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, int>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, int) [700]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<MLPNetwork::LayerNode*>(MLPNetwork::LayerNode*, MLPNetwork::LayerNode*) [803]
[701]    0.0    0.00    0.00       2         void std::_Destroy<MLPNetwork::LayerNode>(MLPNetwork::LayerNode*) [701]
                0.00    0.00       2/3           MLPNetwork::LayerNode::~LayerNode() [642]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [695]
[702]    0.0    0.00    0.00       2         void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [702]
-----------------------------------------------
                0.00    0.00       2/2           unsigned long* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned long*, unsigned long>(unsigned long*, unsigned long) [160]
[703]    0.0    0.00    0.00       2         void std::__fill_a1<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&) [703]
-----------------------------------------------
                0.00    0.00       1/1           void std::__relocate_object_a<MLPNetwork::LayerNode, MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >(MLPNetwork::LayerNode*, MLPNetwork::LayerNode*, std::allocator<MLPNetwork::LayerNode>&) [170]
[704]    0.0    0.00    0.00       1         MLPNetwork::LayerNode::LayerNode(MLPNetwork::LayerNode&&) [704]
                0.00    0.00       1/7           std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >::unique_ptr(std::unique_ptr<LinearLayer, std::default_delete<LinearLayer> >&&) [589]
                0.00    0.00       1/5           std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >::unique_ptr(std::unique_ptr<ActivationFunction, std::default_delete<ActivationFunction> >&&) [600]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[705]    0.0    0.00    0.00       1         MLPNetwork::MLPNetwork() [705]
                0.00    0.00       1/1           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::vector() [784]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[706]    0.0    0.00    0.00       1         MLPNetwork::~MLPNetwork() [706]
                0.00    0.00       1/1           std::vector<MLPNetwork::LayerNode, std::allocator<MLPNetwork::LayerNode> >::~vector() [785]
-----------------------------------------------
                0.00    0.00       1/1           CrossEntropyLoss::CrossEntropyLoss(double) [712]
